Record_id,CountyFips,StateName,CountyName,ReportYear,Value,MeasureType
17219,8005,Colorado,Arapahoe,2005,8.175263255,2
17220,12103,Florida,Pinellas,2010,8.154404309,2
17221,18157,Indiana,Tippecanoe,2010,12.04262927,2
17222,21067,Kentucky,Fayette,2010,12.17220238,2
17223,47141,Tennessee,Putnam,2001,14.55121648,2
17224,54069,West Virginia,Ohio,2012,10.44583611,2
17225,21195,Kentucky,Pike,2012,9.26869213,2
17226,9009,Connecticut,New Haven,2013,8.820711655,2
17227,12127,Florida,Volusia,2005,9.211629588,2
17228,17065,Illinois,Hamilton,2013,8.909294505,2
17229,18167,Indiana,Vigo,2011,12.3771871,2
17230,19063,Iowa,Emmet,2003,9.653977833,2
17231,37183,North Carolina,Wake,2003,13.74452109,2
17232,6101,California,Sutter,2010,5.940316835,2
17233,40109,Oklahoma,Oklahoma,2010,9.340803671,2
17234,55109,Wisconsin,St. Croix,2009,9.492417898,2
17235,22105,Louisiana,Tangipahoa,2009,8.54750576,2
17236,41037,Oregon,Lake,1999,8.644778957,2
17237,41039,Oregon,Lane,2008,11.53038786,2
17238,47107,Tennessee,McMinn,2003,13.60135791,2
17239,47157,Tennessee,Shelby,2006,13.27611508,2
17240,5143,Arkansas,Washington,2004,9.984181097,2
17241,6013,California,Contra Costa,2010,7.115259042,2
17242,13223,Georgia,Paulding,2002,13.70925926,2
17243,17097,Illinois,Lake,2006,10.68864583,2
17244,25013,Massachusetts,Hampden,2011,9.733009826,2
17245,25023,Massachusetts,Plymouth,2009,8.676106454,2
17246,54107,West Virginia,Wood,2002,15.75995895,2
17247,8069,Colorado,Larimer,2007,7.961586022,2
17248,45013,South Carolina,Beaufort,2000,12.51566799,2
17249,16001,Idaho,Ada,2002,9.960708865,2
17250,38013,North Dakota,Burke,2001,5.600311355,2
17251,42095,Pennsylvania,Northampton,2011,11.18869302,2
17252,12105,Florida,Polk,2013,6.591123059,2
17253,13139,Georgia,Hall,2006,13.84282162,2
17254,23009,Maine,Hancock,2003,6.737996068,2
17255,48037,Texas,Bowie,2011,10.98447917,2
17256,48113,Texas,Dallas,2000,13.44859616,2
17257,55025,Wisconsin,Dane,2008,12.6045861,2
17258,1097,Alabama,Mobile,2002,12.15515599,2
17259,22051,Louisiana,Jefferson,2004,11.2890625,2
17260,22087,Louisiana,St. Bernard,2011,10.74043155,2
17261,35013,New Mexico,Dona Ana,2006,9.394258023,2
17262,36001,New York,Albany,2004,11.25104839,2
17263,39087,Ohio,Lawrence,2011,10.77569444,2
17264,49035,Utah,Salt Lake,2013,12.08366769,2
17265,49045,Utah,Tooele,2002,9.390037202,2
17266,12086,Florida,Miami-Dade,2012,7.543436522,2
17267,19045,Iowa,Clinton,2002,11.80241935,2
17268,23011,Maine,Kennebec,2001,11.30017857,2
17269,25015,Massachusetts,Hampshire,2002,8.274302486,2
17270,28011,Mississippi,Bolivar,2006,11.59442546,2
17271,30093,Montana,Silver Bow,2006,10.77733883,2
17272,39035,Ohio,Cuyahoga,2005,19.43467204,2
17273,40019,Oklahoma,Carter,2000,10.19915782,2
17274,53011,Washington,Clark,2010,6.214142109,2
17275,6001,California,Alameda,2004,10.26166826,2
17276,31025,Nebraska,Cass,2004,8.71637931,2
17277,34017,New Jersey,Hudson,2004,13.90031298,2
17278,42017,Pennsylvania,Bucks,2011,11.69048762,2
17279,42133,Pennsylvania,York,2008,13.79638356,2
17280,4005,Arizona,Coconino,2010,5.075,2
17281,12115,Florida,Sarasota,2008,6.901129032,2
17282,13063,Georgia,Clayton,2009,11.54218801,2
17283,26065,Michigan,Ingham,2000,13.19788314,2
17284,33005,New Hampshire,Cheshire,2011,8.903690476,2
17285,42129,Pennsylvania,Westmoreland,2007,15.25557266,2
17286,1125,Alabama,Tuscaloosa,2006,13.48204301,2
17287,27021,Minnesota,Cass,2003,6.234262821,2
17288,36085,New York,Richmond,2001,14.52537634,2
17289,47113,Tennessee,Madison,2011,9.609482759,2
17290,1073,Alabama,Jefferson,2012,11.96620756,2
17291,6037,California,Los Angeles,1999,25.65893939,2
17292,11001,District of Columbia,District of Columbia,2010,11.17414582,2
17293,12086,Florida,Miami-Dade,2006,9.53024858,2
17294,25025,Massachusetts,Suffolk,2000,15.79726831,2
17295,12117,Florida,Seminole,2003,8.557795699,2
17296,13089,Georgia,DeKalb,2012,10.06213877,2
17297,48039,Texas,Brazoria,2002,9.474877535,2
17298,51770,Virginia,Roanoke City,2007,14.16069985,2
17299,55009,Wisconsin,Brown,2013,7.642618799,2
17300,13059,Georgia,Clarke,2005,15.49798611,2
17301,13139,Georgia,Hall,2012,9.300206623,2
17302,42003,Pennsylvania,Allegheny,2009,15.06913525,2
17303,35013,New Mexico,Dona Ana,2012,15.23216196,2
17304,42077,Pennsylvania,Lehigh,2002,13.57936977,2
17305,54003,West Virginia,Berkeley,2000,15.9906229,2
17306,9011,Connecticut,New London,2001,12.74137931,2
17307,13121,Georgia,Fulton,2004,17.57606529,2
17308,18065,Indiana,Henry,2005,15.69402778,2
17309,48061,Texas,Cameron,2001,9.749050179,2
17310,53073,Washington,Whatcom,1999,8.077646552,2
17311,56039,Wyoming,Teton,2012,6.282591575,2
17312,26125,Michigan,Oakland,2010,9.118936782,2
17313,47093,Tennessee,Knox,2001,18.30691698,2
17314,54055,West Virginia,Mercer,2003,11.81142857,2
17315,1055,Alabama,Etowah,2013,9.23155914,2
17316,13215,Georgia,Muscogee,2005,15.01632091,2
17317,21151,Kentucky,Madison,2002,13.45507479,2
17318,39145,Ohio,Scioto,2000,21.1084058,2
17319,47107,Tennessee,McMinn,2009,10.36001323,2
17320,8031,Colorado,Denver,2009,7.660587548,2
17321,18089,Indiana,Lake,2012,12.30359891,2
17322,18097,Indiana,Marion,1999,17.67305108,2
17323,21125,Kentucky,Laurel,2005,14.07375,2
17324,34041,New Jersey,Warren,2006,11.34352833,2
17325,22017,Louisiana,Caddo,2002,12.50239247,2
17326,28043,Mississippi,Grenada,2013,9.328788864,2
17327,45083,South Carolina,Spartanburg,2006,14.45084911,2
17328,51036,Virginia,Charles City,2003,12.37059387,2
17329,1119,Alabama,Sumter,2004,11.41840659,2
17330,5139,Arkansas,Union,2000,14.31192842,2
17331,33001,New Hampshire,Belknap,2013,5.241845238,2
17332,36101,New York,Steuben,2001,10.19794296,2
17333,45037,South Carolina,Edgefield,2001,12.58536376,2
17334,17119,Illinois,Madison,2009,11.35901868,2
17335,34021,New Jersey,Mercer,2010,9.54895079,2
17336,37111,North Carolina,McDowell,1999,16.32427656,2
17337,37189,North Carolina,Watauga,2012,7.533843159,2
17338,40101,Oklahoma,Muskogee,2003,12.3565888,2
17339,41029,Oregon,Jackson,2008,10.0240707,2
17340,41067,Oregon,Washington,2001,8.96628966,2
17341,22033,Louisiana,East Baton Rouge,2012,9.84464312,2
17342,35045,New Mexico,San Juan,2006,6.059446607,2
17343,39023,Ohio,Clark,2001,14.80616354,2
17344,4019,Arizona,Pima,2009,5.456780682,2
17345,1113,Alabama,Russell,2002,15.26896491,2
17346,31111,Nebraska,Lincoln,2003,7.888676471,2
17347,34013,New Jersey,Essex,2000,15.55758471,2
17348,48141,Texas,El Paso,2012,9.92296131,2
17349,13153,Georgia,Houston,2007,15.36528703,2
17350,31049,Nebraska,Deuel,2002,5.526309524,2
17351,42027,Pennsylvania,Centre,2006,11.37615178,2
17352,1089,Alabama,Madison,2002,13.80068008,2
17353,6087,California,Santa Cruz,2002,8.569243697,2
17354,13245,Georgia,Richmond,2012,10.82154146,2
17355,25009,Massachusetts,Essex,2006,9.375716338,2
17356,36119,New York,Westchester,2000,12.72573541,2
17357,37123,North Carolina,Montgomery,2002,12.24870597,2
17358,44003,Rhode Island,Kent,2002,8.733396366,2
17359,51107,Virginia,Loudoun,2006,12.23521004,2
17360,1101,Alabama,Montgomery,2011,11.31714498,2
17361,8123,Colorado,Weld,2011,7.360554017,2
17362,17163,Illinois,St. Clair,2007,15.5782967,2
17363,19139,Iowa,Muscatine,2005,13.91986559,2
17364,37117,North Carolina,Martin,2011,8.982235222,2
17365,6111,California,Ventura,2004,12.54231554,2
17366,24015,Maryland,Cecil,2001,13.62523656,2
17367,49011,Utah,Davis,2008,10.24068966,2
17368,6009,California,Calaveras,2006,8.603125,2
17369,12073,Florida,Leon,2010,9.836048387,2
17370,12017,Florida,Citrus,2003,8.676457718,2
17371,22055,Louisiana,Lafayette,2002,10.09570238,2
17372,23001,Maine,Androscoggin,2010,7.088296845,2
17373,34001,New Jersey,Atlantic,2004,10.61956019,2
17374,35017,New Mexico,Grant,2004,5.583078958,2
17375,15003,Hawaii,Honolulu,2008,5.687723214,2
17376,41051,Oregon,Multnomah,2006,9.809349817,2
17377,42007,Pennsylvania,Beaver,2009,13.00248685,2
17378,42041,Pennsylvania,Cumberland,2013,11.22349034,2
17379,51680,Virginia,Lynchburg,2008,9.962441734,2
17380,55079,Wisconsin,Milwaukee,2000,14.23241071,2
17381,5001,Arkansas,Arkansas,2004,11.62319892,2
17382,5003,Arkansas,Ashley,2002,10.63296152,2
17383,23021,Maine,Piscataquis,2009,5.153700366,2
17384,25027,Massachusetts,Worcester,2011,9.01,2
17385,13051,Georgia,Chatham,2003,13.37407225,2
17386,39093,Ohio,Lorain,2011,9.468132184,2
17387,6095,California,Solano,2009,9.728770445,2
17388,16079,Idaho,Shoshone,2001,12.17321467,2
17389,21117,Kentucky,Kenton,2002,15.06072061,2
17390,31079,Nebraska,Hall,2000,9.28712069,2
17391,48375,Texas,Potter,2007,6.141634409,2
17392,6073,California,San Diego,2012,11.07005849,2
17393,12071,Florida,Lee,2001,9.208936782,2
17394,28045,Mississippi,Hancock,2002,9.521153846,2
17395,36013,New York,Chautauqua,2010,7.537804351,2
17396,6023,California,Humboldt,2001,9.392307692,2
17397,42001,Pennsylvania,Adams,2000,13.01644693,2
17398,42043,Pennsylvania,Dauphin,1999,14.38744477,2
17399,54061,West Virginia,Monongalia,2010,11.30586353,2
17400,17143,Illinois,Peoria,2013,8.47459707,2
17401,18163,Indiana,Vanderburgh,2013,10.82892473,2
17402,23017,Maine,Oxford,2008,8.523979978,2
17403,31109,Nebraska,Lancaster,2001,10.24703668,2
17404,37081,North Carolina,Guilford,2011,9.178894704,2
17405,47145,Tennessee,Roane,2001,15.76973919,2
17406,36047,New York,Kings,2009,10.69312095,2
17407,40071,Oklahoma,Kay,2000,10.30120243,2
17408,4023,Arizona,Santa Cruz,2007,12.565,2
17409,5107,Arkansas,Phillips,2004,10.62361065,2
17410,18083,Indiana,Knox,2003,13.9587404,2
17411,26033,Michigan,Chippewa,2013,6.166389573,2
17412,29095,Missouri,Jackson,2010,11.02751121,2
17413,36029,New York,Erie,2002,13.65334975,2
17414,45063,South Carolina,Lexington,1999,16.38853022,2
17415,45079,South Carolina,Richland,1999,16.07680125,2
17416,53035,Washington,Kitsap,2002,8.678797847,2
17417,1053,Alabama,Escambia,2004,12.6568825,2
17418,30087,Montana,Rosebud,2005,6.923217913,2
17419,34003,New Jersey,Bergen,2013,8.797473118,2
17420,37087,North Carolina,Haywood,2002,13.4290457,2
17421,53061,Washington,Snohomish,2003,10.66545977,2
17422,10005,Delaware,Sussex,2005,14.10701034,2
17423,22073,Louisiana,Ouachita,2012,9.203735036,2
17424,37035,North Carolina,Catawba,2000,17.92731481,2
17425,18043,Indiana,Floyd,2003,14.53505006,2
17426,6029,California,Kern,2006,19.34877203,2
17427,6061,California,Placer,2007,8.388333333,2
17428,6073,California,San Diego,2006,13.13517753,2
17429,12001,Florida,Alachua,2000,11.82544772,2
17430,13215,Georgia,Muscogee,2002,14.22909711,2
17431,18037,Indiana,Dubois,2004,14.42080467,2
17432,37025,North Carolina,Cabarrus,2001,14.41318238,2
17433,37033,North Carolina,Caswell,2005,13.66048851,2
17434,45041,South Carolina,Florence,2006,12.59468391,2
17435,50021,Vermont,Rutland,2001,11.94550493,2
17436,55025,Wisconsin,Dane,2002,12.30723118,2
17437,36101,New York,Steuben,2004,8.88289114,2
17438,54011,West Virginia,Cabell,2011,11.17241379,2
17439,22017,Louisiana,Caddo,2005,13.67646591,2
17440,23017,Maine,Oxford,2011,8.385,2
17441,28123,Mississippi,Scott,2004,11.52169303,2
17442,29189,Missouri,St. Louis,1999,15.36089729,2
17443,6093,California,Siskiyou,2013,7.854880952,2
17444,12103,Florida,Pinellas,2004,10.2657567,2
17445,27003,Minnesota,Anoka,2012,8.282010369,2
17446,27145,Minnesota,Stearns,2002,9.23791507,2
17447,37099,North Carolina,Jackson,2001,14.29178846,2
17448,41035,Oregon,Klamath,2011,11.04891534,2
17449,17043,Illinois,DuPage,2000,15.25269777,2
17450,21227,Kentucky,Warren,2000,15.41571813,2
17451,51710,Virginia,Norfolk,2000,13.79709975,2
17452,13095,Georgia,Dougherty,2010,12.31161698,2
17453,17089,Illinois,Kane,2013,9.592694805,2
17454,18095,Indiana,Madison,2012,9.490234108,2
17455,5119,Arkansas,Pulaski,2008,12.15370447,2
17456,6077,California,San Joaquin,2007,12.90808372,2
17457,6083,California,Santa Barbara,2006,10.12835165,2
17458,12031,Florida,Duval,2009,8.323125998,2
17459,18019,Indiana,Clark,2009,13.0067722,2
17460,37037,North Carolina,Chatham,2006,12.37341007,2
17461,37057,North Carolina,Davidson,2013,9.271827957,2
17462,42077,Pennsylvania,Lehigh,1999,11.89343275,2
17463,51810,Virginia,Virginia Beach,2010,9.857113424,2
17464,26125,Michigan,Oakland,2007,13.32952381,2
17465,28081,Mississippi,Lee,2008,11.77157304,2
17466,36059,New York,Nassau,2011,8.932393899,2
17467,42041,Pennsylvania,Cumberland,2010,10.15155048,2
17468,1089,Alabama,Madison,2008,12.17018054,2
17469,4013,Arizona,Maricopa,2002,12.57184287,2
17470,6063,California,Plumas,2012,13.04568159,2
17471,17019,Illinois,Champaign,2005,14.44385417,2
17472,20173,Kansas,Sedgwick,2002,10.83120487,2
17473,23001,Maine,Androscoggin,2007,8.809166667,2
17474,30053,Montana,Lincoln,2001,16.17343188,2
17475,30111,Montana,Yellowstone,2001,7.547467424,2
17476,37123,North Carolina,Montgomery,2005,12.6202475,2
17477,41017,Oregon,Deschutes,1999,8.791958874,2
17478,41059,Oregon,Umatilla,1999,8.72300641,2
17479,45045,South Carolina,Greenville,2007,14.44406231,2
17480,10003,Delaware,New Castle,2000,16.47195659,2
17481,21093,Kentucky,Hardin,2013,9.937760417,2
17482,28001,Mississippi,Adams,2009,9.484195402,2
17483,34021,New Jersey,Mercer,2013,9.070107802,2
17484,55055,Wisconsin,Jefferson,2001,11.8597043,2
17485,56013,Wyoming,Fremont,2005,7.735036925,2
17486,17111,Illinois,McHenry,2000,14.74191769,2
17487,47045,Tennessee,Dyer,2000,14.08054074,2
17488,35005,New Mexico,Chaves,2001,6.715663919,2
17489,6033,California,Lake,2005,4.828333333,2
17490,6045,California,Mendocino,2001,8.317708333,2
17491,39023,Ohio,Clark,2004,13.45346774,2
17492,42027,Pennsylvania,Centre,2009,9.365317255,2
17493,26115,Michigan,Monroe,2008,11.36183177,2
17494,26121,Michigan,Muskegon,2005,13.07019231,2
17495,39081,Ohio,Jefferson,2001,18.86483318,2
17496,42079,Pennsylvania,Luzerne,2005,13.01379697,2
17497,6095,California,Solano,2006,9.828152534,2
17498,16079,Idaho,Shoshone,2004,12.03865783,2
17499,19177,Iowa,Van Buren,2006,9.92899312,2
17500,19193,Iowa,Woodbury,2001,10.54624583,2
17501,19017,Iowa,Bremer,2007,9.756369048,2
17502,39093,Ohio,Lorain,2008,11.47330367,2
17503,39133,Ohio,Portage,1999,15.01904762,2
17504,56021,Wyoming,Laramie,2004,5.002936508,2
17505,13089,Georgia,DeKalb,2006,15.40842605,2
17506,33019,New Hampshire,Sullivan,2002,9.584672619,2
17507,45037,South Carolina,Edgefield,2007,12.4394968,2
17508,51059,Virginia,Fairfax,2011,9.227316955,2
17509,17119,Illinois,Madison,2012,13.04576421,2
17510,28047,Mississippi,Harrison,2013,8.797330798,2
17511,33013,New Hampshire,Merrimack,2007,9.75329921,2
17512,6067,California,Sacramento,2013,11.55481715,2
17513,28035,Mississippi,Forrest,2003,13.59793946,2
17514,36031,New York,Essex,2009,4.581011905,2
17515,51680,Virginia,Lynchburg,2005,13.39986559,2
17516,55079,Wisconsin,Milwaukee,2003,13.17748686,2
17517,2170,Alaska,Matanuska-Susitna,2007,5.549858871,2
17518,18003,Indiana,Allen,2012,9.929022989,2
17519,21029,Kentucky,Bullitt,2005,16.324129,2
17520,36061,New York,New York,2000,18.58787634,2
17521,47119,Tennessee,Maury,2000,15.13475275,2
17522,55135,Wisconsin,Waupaca,2005,11.60666667,2
17523,6065,California,Riverside,2005,20.98935497,2
17524,37021,North Carolina,Buncombe,1999,15.71533255,2
17525,4023,Arizona,Santa Cruz,2004,11.15385417,2
17526,6057,California,Nevada,2012,6.220911198,2
17527,13319,Georgia,Wilkinson,2001,17.0135,2
17528,18083,Indiana,Knox,2000,13.87474405,2
17529,36029,New York,Erie,2005,14.73650575,2
17530,4021,Arizona,Pinal,2001,7.727708333,2
17531,12127,Florida,Volusia,2011,7.621162197,2
17532,15003,Hawaii,Honolulu,2011,3.400390212,2
17533,18167,Indiana,Vigo,2005,15.43826646,2
17534,36047,New York,Kings,2012,9.651799033,2
17535,46103,South Dakota,Pennington,2003,7.707857143,2
17536,25025,Massachusetts,Suffolk,2006,11.68759007,2
17537,49003,Utah,Box Elder,2002,10.64102151,2
17538,12105,Florida,Polk,1999,11.02838179,2
17539,26139,Michigan,Ottawa,2011,9.125380052,2
17540,27123,Minnesota,Ramsey,2010,9.972948647,2
17541,34031,New Jersey,Passaic,2000,13.7000822,2
17542,34041,New Jersey,Warren,2009,8.580761494,2
17543,42095,Pennsylvania,Northampton,2005,14.19651358,2
17544,42125,Pennsylvania,Washington,2011,10.75569735,2
17545,53061,Washington,Snohomish,2006,9.246513673,2
17546,6099,California,Stanislaus,2005,13.86801075,2
17547,9005,Connecticut,Litchfield,2008,8.966428571,2
17548,12071,Florida,Lee,2004,8.585760468,2
17549,13021,Georgia,Bibb,2005,16.6628262,2
17550,17001,Illinois,Adams,2005,14.65619048,2
17551,28087,Mississippi,Lowndes,2009,9.671672279,2
17552,51087,Virginia,Henrico,2003,14.00621684,2
17553,20191,Kansas,Sumner,2002,10.03452151,2
17554,39061,Ohio,Hamilton,2007,16.58922802,2
17555,51775,Virginia,Salem,1999,13.81515094,2
17556,21019,Kentucky,Boyd,2000,16.01008747,2
17557,40109,Oklahoma,Oklahoma,2004,9.66833194,2
17558,47145,Tennessee,Roane,2004,14.00585519,2
17559,17115,Illinois,Macon,2013,9.782267628,2
17560,24033,Maryland,Prince George's,2005,13.8238597,2
17561,37087,North Carolina,Haywood,1999,15.77047171,2
17562,6085,California,Santa Clara,2013,10.68814516,2
17563,29077,Missouri,Greene,2001,12.23475806,2
17564,37107,North Carolina,Lenoir,2009,8.512787356,2
17565,38007,North Dakota,Billings,2008,4.559615385,2
17566,45079,South Carolina,Richland,2002,13.44891195,2
17567,46071,South Dakota,Jackson,2004,5.247590842,2
17568,55089,Wisconsin,Ozaukee,2013,7.16375,2
17569,5031,Arkansas,Craighead,2000,14.86089744,2
17570,35045,New Mexico,San Juan,2000,6.089927461,2
17571,37067,North Carolina,Forsyth,2005,14.41431068,2
17572,50007,Vermont,Chittenden,2011,7.6893702,2
17573,8069,Colorado,Larimer,2001,8.628266593,2
17574,11001,District of Columbia,District of Columbia,2007,13.68350523,2
17575,36061,New York,New York,2006,14.41037037,2
17576,38057,North Dakota,Mercer,2001,5.92625,2
17577,9001,Connecticut,Fairfield,2009,9.468578042,2
17578,19139,Iowa,Muscatine,1999,12.93145435,2
17579,19153,Iowa,Polk,1999,11.39172043,2
17580,21047,Kentucky,Christian,2013,9.76613859,2
17581,36103,New York,Suffolk,2012,7.928196885,2
17582,55059,Wisconsin,Kenosha,2005,12.49929777,2
17583,19137,Iowa,Montgomery,2011,9.040119556,2
17584,19155,Iowa,Pottawattamie,2011,10.21448276,2
17585,21151,Kentucky,Madison,2008,10.44977753,2
17586,26081,Michigan,Kent,2009,9.885313867,2
17587,48479,Texas,Webb,2002,10.06681683,2
17588,6075,California,San Francisco,1999,13.13039216,2
17589,15009,Hawaii,Maui,2001,4.861311163,2
17590,17097,Illinois,Lake,2000,12.15689336,2
17591,22019,Louisiana,Calcasieu,2012,8.336683188,2
17592,28011,Mississippi,Bolivar,2003,12.76407314,2
17593,39095,Ohio,Lucas,2001,15.72407107,2
17594,51650,Virginia,Hampton,1999,13.07397783,2
17595,2110,Alaska,Juneau,2010,7.031800595,2
17596,8041,Colorado,El Paso,2002,7.769508929,2
17597,27137,Minnesota,St. Louis,2007,7.435154802,2
17598,24510,Maryland,Baltimore City,2000,17.85047666,2
17599,34027,New Jersey,Morris,2003,12.1793757,2
17600,48029,Texas,Bexar,2013,8.256458333,2
17601,12011,Florida,Broward,2003,8.162094017,2
17602,20209,Kansas,Wyandotte,2001,13.75265851,2
17603,25005,Massachusetts,Bristol,2007,9.169267705,2
17604,51013,Virginia,Arlington,2001,14.72520182,2
17605,54069,West Virginia,Ohio,2009,11.47707373,2
17606,5051,Arkansas,Garland,2000,13.04287767,2
17607,20107,Kansas,Linn,2007,10.28451149,2
17608,39017,Ohio,Butler,2010,13.66558027,2
17609,1049,Alabama,DeKalb,2007,13.90878371,2
17610,4007,Arizona,Gila,2004,9.537740385,2
17611,13303,Georgia,Washington,2005,14.70847985,2
17612,19013,Iowa,Black Hawk,2001,11.79784483,2
17613,31079,Nebraska,Hall,2006,7.248516871,2
17614,21111,Kentucky,Jefferson,2010,14.8328125,2
17615,24003,Maryland,Anne Arundel,2002,15.69758124,2
17616,30063,Montana,Missoula,1999,9.829769335,2
17617,37063,North Carolina,Durham,2010,10.2096408,2
17618,45019,South Carolina,Charleston,2006,12.08239008,2
17619,46013,South Dakota,Brown,2007,7.96998795,2
17620,53067,Washington,Thurston,2000,10.33,2
17621,54029,West Virginia,Hancock,2008,13.33014368,2
17622,5035,Arkansas,Crittenden,2002,12.06875158,2
17623,8005,Colorado,Arapahoe,2002,8.878253615,2
17624,18157,Indiana,Tippecanoe,2007,13.49168467,2
17625,6059,California,Orange,2001,15.83684753,2
17626,10001,Delaware,Kent,2007,12.12831129,2
17627,30053,Montana,Lincoln,2007,13.11677956,2
17628,37129,North Carolina,New Hanover,2012,6.600859089,2
17629,39151,Ohio,Stark,2000,18.64780515,2
17630,48355,Texas,Nueces,2004,8.978582974,2
17631,13067,Georgia,Cobb,2003,16.00524253,2
17632,13295,Georgia,Walker,2011,10.77187377,2
17633,16017,Idaho,Bonner,2002,7.838839286,2
17634,19103,Iowa,Johnson,2000,10.92744624,2
17635,51041,Virginia,Chesterfield,2000,15.38860714,2
17636,6019,California,Fresno,2013,16.77943441,2
17637,13115,Georgia,Floyd,2009,11.08333668,2
17638,24005,Maryland,Baltimore,2009,10.99590106,2
17639,27053,Minnesota,Hennepin,2010,9.146655615,2
17640,39057,Ohio,Greene,2012,9.694159648,2
17641,56033,Wyoming,Sheridan,2004,9.960654762,2
17642,6113,California,Yolo,2012,6.445686275,2
17643,10005,Delaware,Sussex,2011,8.749004516,2
17644,19045,Iowa,Clinton,2005,13.89443548,2
17645,6013,California,Contra Costa,2007,8.438100751,2
17646,21117,Kentucky,Kenton,2008,11.98909714,2
17647,22051,Louisiana,Jefferson,2001,13.03416667,2
17648,23005,Maine,Cumberland,2006,10.67952381,2
17649,25023,Massachusetts,Plymouth,2012,8.100802744,2
17650,39087,Ohio,Lawrence,2008,13.11982407,2
17651,39099,Ohio,Mahoning,2006,13.50306266,2
17652,48439,Texas,Tarrant,2003,13.38996043,2
17653,6011,California,Colusa,2000,7.969869432,2
17654,21195,Kentucky,Pike,2009,9.322741935,2
17655,39049,Ohio,Franklin,2010,13.05728587,2
17656,42029,Pennsylvania,Chester,2003,15.56958333,2
17657,29039,Missouri,Cedar,2001,11.64376375,2
17658,17083,Illinois,Jersey,2006,11.48020833,2
17659,26049,Michigan,Genesee,2009,8.72878198,2
17660,40047,Oklahoma,Garfield,2002,9.906820276,2
17661,42011,Pennsylvania,Berks,2004,15.63699662,2
17662,47125,Tennessee,Montgomery,2006,13.57258702,2
17663,53011,Washington,Clark,2007,9.592640693,2
17664,12081,Florida,Manatee,2002,8.913603409,2
17665,18091,Indiana,LaPorte,2006,11.39195971,2
17666,27109,Minnesota,Olmsted,2002,10.42663993,2
17667,41051,Oregon,Multnomah,2000,9.756256384,2
17668,42085,Pennsylvania,Mercer,2008,11.61042001,2
17669,45045,South Carolina,Greenville,2001,15.25657966,2
17670,6061,California,Placer,2001,11.89821429,2
17671,13059,Georgia,Clarke,1999,19.83601543,2
17672,17167,Illinois,Sangamon,2013,10.32032738,2
17673,47157,Tennessee,Shelby,2009,9.624386188,2
17674,5113,Arkansas,Polk,2001,12.14123244,2
17675,42101,Pennsylvania,Philadelphia,2012,10.54221322,2
17676,4027,Arizona,Yuma,2008,9.928333333,2
17677,8013,Colorado,Boulder,1999,8.167850899,2
17678,30029,Montana,Flathead,2009,9.738800662,2
17679,31157,Nebraska,Scotts Bluff,2006,5.760337091,2
17680,1033,Alabama,Colbert,2001,12.81733225,2
17681,17197,Illinois,Will,2002,14.33446237,2
17682,23009,Maine,Hancock,2006,5.12500384,2
17683,25003,Massachusetts,Berkshire,2001,13.34956459,2
17684,38017,North Dakota,Cass,2003,7.886168582,2
17685,22079,Louisiana,Rapides,2002,10.55166667,2
17686,35049,New Mexico,Santa Fe,2000,5.217124542,2
17687,40135,Oklahoma,Sequoyah,2005,14.11810099,2
17688,33011,New Hampshire,Hillsborough,2001,10.82630546,2
17689,49035,Utah,Salt Lake,2010,10.95418236,2
17690,54051,West Virginia,Marshall,2000,16.412947,2
17691,1007,Alabama,Bibb,2011,0,1
17692,1009,Alabama,Blount,2001,1.917808219,1
17693,1009,Alabama,Blount,2002,0.273972603,1
17694,1009,Alabama,Blount,2003,1.095890411,1
17695,1009,Alabama,Blount,2004,1.092896175,1
17696,1009,Alabama,Blount,2005,3.835616438,1
17697,1009,Alabama,Blount,2006,0.821917808,1
17698,1009,Alabama,Blount,2007,2.739726027,1
17699,1009,Alabama,Blount,2008,0.546448087,1
17700,1009,Alabama,Blount,2009,0,1
17701,1009,Alabama,Blount,2010,0,1
17702,1009,Alabama,Blount,2011,0,1
17703,1011,Alabama,Bullock,2001,0,1
17704,1011,Alabama,Bullock,2002,0,1
17705,1011,Alabama,Bullock,2003,0,1
17706,1011,Alabama,Bullock,2004,1.092896175,1
17707,1011,Alabama,Bullock,2005,0.821917808,1
17708,1011,Alabama,Bullock,2006,0.273972603,1
17709,1011,Alabama,Bullock,2007,1.917808219,1
17710,1011,Alabama,Bullock,2008,0.273224044,1
17711,1001,Alabama,Autauga,2007,1.917808219,1
17712,1001,Alabama,Autauga,2008,0.273224044,1
17713,1035,Alabama,Conecuh,2001,0,1
17714,1005,Alabama,Barbour,2005,1.095890411,1
17715,1013,Alabama,Butler,2011,0,1
17716,1015,Alabama,Calhoun,2001,0.273972603,1
17717,1015,Alabama,Calhoun,2002,0.821917808,1
17718,1015,Alabama,Calhoun,2003,0.547945205,1
17719,1035,Alabama,Conecuh,2002,0,1
17720,1035,Alabama,Conecuh,2003,0,1
17721,1041,Alabama,Crenshaw,2001,0,1
17722,1041,Alabama,Crenshaw,2002,0,1
17723,1001,Alabama,Autauga,2009,0,1
17724,1041,Alabama,Crenshaw,2003,0,1
17725,1047,Alabama,Dallas,2001,0,1
17726,1051,Alabama,Elmore,2010,0,1
17727,1051,Alabama,Elmore,2011,0,1
17728,1053,Alabama,Escambia,2001,0,1
17729,1053,Alabama,Escambia,2002,0,1
17730,1057,Alabama,Fayette,2011,0,1
